Contig,protein,Sample_ID,AMG_KO,AMG_KO_name,Pfam,Pfam_name,AMG_KO,KEGG_Entry,Metabolism,Pathway
HV_016_15_k141_57123,HV_016_15_k141_57123_4,HV_016_15,K00390,cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10],PF01507.19,Phosphoadenosine phosphosulfate reductase family,K00390,map00920,Energy metabolism,Sulfur metabolism
HV_016_15_k141_6302,HV_016_15_k141_6302_1,HV_016_15,K03707,tenA; thiaminase (transcriptional activator TenA) [EC:3.5.99.2],,,K03707,map00730,Metabolism of cofactors and vitamins,Thiamine metabolism
HV_016_18_k141_14284,HV_016_18_k141_14284_1,HV_016_18,K06920,queC; 7-cyano-7-deazaguanine synthase [EC:6.3.4.20],PF06508.13,Queuosine biosynthesis protein QueC,K06920,map00790,Metabolism of cofactors and vitamins,Folate biosynthesis
HV_016_21_k141_45049,HV_016_21_k141_45049_3,HV_016_21,K01582,E4.1.1.18; ldcC; cadA; lysine decarboxylase [EC:4.1.1.18],PF01276.20,Orn/Lys/Arg decarboxylase; major domain,K01582,map00310,Amino acid metabolism,Lysine degradation
HV_016_21_k141_45049_B,HV_016_21_k141_45049_3_B,HV_016_21,K01582,E4.1.1.18; ldcC; cadA; lysine decarboxylase [EC:4.1.1.18],PF01276.20,Orn/Lys/Arg decarboxylase; major domain,K01582,map00960,Biosynthesis of other secondary metabolites,Tropane; piperidine and pyridine alkaloid biosynthesis
HV_016_21_k141_55177,HV_016_21_k141_55177_5,HV_016_21,K13677,dgs; bgsA; 1;2-diacylglycerol-3-alpha-glucose alpha-1;2-glucosyltransferase [EC:2.4.1.208],,,K13677,map00561,Lipid metabolism,Glycerolipid metabolism
HV_016_27_k141_65141,HV_016_27_k141_65141_2,HV_016_27,K00865,glxK; garK; glycerate 2-kinase [EC:2.7.1.165],PF02595.15,Glycerate kinase family,K00865,map00630,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism
HV_016_27_k141_65141_B,HV_016_27_k141_65141_2_B,HV_016_27,K00865,glxK; garK; glycerate 2-kinase [EC:2.7.1.165],PF02595.15,Glycerate kinase family,K00865,map00561,Lipid metabolism,Glycerolipid metabolism
HV_016_27_k141_65141_C,HV_016_27_k141_65141_2_C,HV_016_27,K00865,glxK; garK; glycerate 2-kinase [EC:2.7.1.165],PF02595.15,Glycerate kinase family,K00865,map00260,Amino acid metabolism,Glycine; serine and threonine metabolism
HV_017_02_k141_24048,HV_017_02_k141_24048_3,HV_017_02,K15634,gpmB; probable phosphoglycerate mutase [EC:5.4.2.12],PF00300.22,Histidine phosphatase superfamily (branch 1),K15634,map00010,Carbohydrate metabolism,Glycolysis / Gluconeogenesis
HV_017_02_k141_24048_B,HV_017_02_k141_24048_3_B,HV_017_02,K15634,gpmB; probable phosphoglycerate mutase [EC:5.4.2.12],PF00300.22,Histidine phosphatase superfamily (branch 1),K15634,map00680,Energy metabolism,Methane metabolism
HV_017_02_k141_24048_C,HV_017_02_k141_24048_3_C,HV_017_02,K15634,gpmB; probable phosphoglycerate mutase [EC:5.4.2.12],PF00300.22,Histidine phosphatase superfamily (branch 1),K15634,map00260,Amino acid metabolism,Glycine; serine and threonine metabolism
HV_017_03_k141_39304,HV_017_03_k141_39304_3,HV_017_03,K06167,phnP; phosphoribosyl 1;2-cyclic phosphate phosphodiesterase [EC:3.1.4.55],PF12706.7,Beta-lactamase superfamily domain,K06167,map00440,Metabolism of other amino acids,Phosphonate and phosphinate metabolism
HV_017_04_k141_719,HV_017_04_k141_719_2,HV_017_04,K01834,PGAM; gpmA; 2;3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11],PF00300.22,Histidine phosphatase superfamily (branch 1),K01834,map00010,Carbohydrate metabolism,Glycolysis / Gluconeogenesis
HV_017_04_k141_719_B,HV_017_04_k141_719_2_B,HV_017_04,K01834,PGAM; gpmA; 2;3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11],PF00300.22,Histidine phosphatase superfamily (branch 1),K01834,map00680,Energy metabolism,Methane metabolism
HV_017_04_k141_719_C,HV_017_04_k141_719_2_C,HV_017_04,K01834,PGAM; gpmA; 2;3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11],PF00300.22,Histidine phosphatase superfamily (branch 1),K01834,map00260,Amino acid metabolism,Glycine; serine and threonine metabolism
HV_017_10_k141_5005,HV_017_10_k141_5005_14,HV_017_10,K07258,dacC; dacA; dacD; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4],PF00768.20,D-alanyl-D-alanine carboxypeptidase,K07258,map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis
HV_017_14_k141_89054,HV_017_14_k141_89054_3,HV_017_14,K01233,csn; chitosanase [EC:3.2.1.132],PF01374.18,Glycosyl hydrolase family 46,K01233,map00520,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism
HV_017_15_k141_67087,HV_017_15_k141_67087_4,HV_017_15,K00865,glxK; garK; glycerate 2-kinase [EC:2.7.1.165],PF02595.15,Glycerate kinase family,K00865,map00630,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism
HV_017_15_k141_67087_B,HV_017_15_k141_67087_4_B,HV_017_15,K00865,glxK; garK; glycerate 2-kinase [EC:2.7.1.165],PF02595.15,Glycerate kinase family,K00865,map00561,Lipid metabolism,Glycerolipid metabolism
HV_017_15_k141_67087_C,HV_017_15_k141_67087_4_C,HV_017_15,K00865,glxK; garK; glycerate 2-kinase [EC:2.7.1.165],PF02595.15,Glycerate kinase family,K00865,map00260,Amino acid metabolism,Glycine; serine and threonine metabolism
HV_017_15_k141_9466,HV_017_15_k141_9466_1,HV_017_15,K00390,cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10],PF01507.19,Phosphoadenosine phosphosulfate reductase family,K00390,map00920,Energy metabolism,Sulfur metabolism
HV_017_16_k141_1096,HV_017_16_k141_1096_1,HV_017_16,K01834,PGAM; gpmA; 2;3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11],PF00300.22,Histidine phosphatase superfamily (branch 1),K01834,map00010,Carbohydrate metabolism,Glycolysis / Gluconeogenesis
HV_017_16_k141_1096_B,HV_017_16_k141_1096_1_B,HV_017_16,K01834,PGAM; gpmA; 2;3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11],PF00300.22,Histidine phosphatase superfamily (branch 1),K01834,map00680,Energy metabolism,Methane metabolism
HV_017_16_k141_1096_C,HV_017_16_k141_1096_1_C,HV_017_16,K01834,PGAM; gpmA; 2;3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11],PF00300.22,Histidine phosphatase superfamily (branch 1),K01834,map00260,Amino acid metabolism,Glycine; serine and threonine metabolism
HV_018_01_k141_5074,HV_018_01_k141_5074_1,HV_018_01,K04041,fbp3; fructose-1;6-bisphosphatase III [EC:3.1.3.11],PF06874.11,Firmicute fructose-1;6-bisphosphatase,K04041,map00010,Carbohydrate metabolism,Glycolysis / Gluconeogenesis
HV_018_01_k141_5074_B,HV_018_01_k141_5074_1_B,HV_018_01,K04041,fbp3; fructose-1;6-bisphosphatase III [EC:3.1.3.11],PF06874.11,Firmicute fructose-1;6-bisphosphatase,K04041,map00030,Carbohydrate metabolism,Pentose phosphate pathway
HV_018_01_k141_5074_C,HV_018_01_k141_5074_1_C,HV_018_01,K04041,fbp3; fructose-1;6-bisphosphatase III [EC:3.1.3.11],PF06874.11,Firmicute fructose-1;6-bisphosphatase,K04041,map00051,Carbohydrate metabolism,Fructose and mannose metabolism
HV_018_01_k141_5074_D,HV_018_01_k141_5074_1_D,HV_018_01,K04041,fbp3; fructose-1;6-bisphosphatase III [EC:3.1.3.11],PF06874.11,Firmicute fructose-1;6-bisphosphatase,K04041,map00710,Energy metabolism,Carbon fixation in photosynthetic organisms
HV_018_01_k141_5074_E,HV_018_01_k141_5074_1_E,HV_018_01,K04041,fbp3; fructose-1;6-bisphosphatase III [EC:3.1.3.11],PF06874.11,Firmicute fructose-1;6-bisphosphatase,K04041,map00680,Energy metabolism,Methane metabolism
HV_018_02_k141_7421,HV_018_02_k141_7421_4,HV_018_02,K05577,ndhF; NAD(P)H-quinone oxidoreductase subunit 5 [EC:7.1.1.2],PF00361.20,Proton-conducting membrane transporter,K05577,map00190,Energy metabolism,Oxidative phosphorylation
HV_018_02_k141_8740,HV_018_02_k141_8740_2,HV_018_02,K10026,queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3],PF04055.21,Radical SAM superfamily,K10026,map00790,Metabolism of cofactors and vitamins,Folate biosynthesis
HV_018_02_k141_8740_3,HV_018_02_k141_8740_3,HV_018_02,K01737,queD; ptpS; PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50],PF01242.19,6-pyruvoyl tetrahydropterin synthase,K01737,map00790,Metabolism of cofactors and vitamins,Folate biosynthesis
HV_018_02_k141_8740_4,HV_018_02_k141_8740_4,HV_018_02,K06920,queC; 7-cyano-7-deazaguanine synthase [EC:6.3.4.20],PF06508.13,Queuosine biosynthesis protein QueC,K06920,map00790,Metabolism of cofactors and vitamins,Folate biosynthesis
HV_018_13_k141_27495,HV_018_13_k141_27495_2,HV_018_13,K01055,pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24],PF00561.20,alpha/beta hydrolase fold,K01055,map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation
HV_018_13_k141_5522,HV_018_13_k141_5522_4,HV_018_13,K00019,E1.1.1.30; bdh; 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30],PF00106.25,short chain dehydrogenase,K00019,map00650,Carbohydrate metabolism,Butanoate metabolism
HV_018_13_k141_5522_B,HV_018_13_k141_5522_4_B,HV_018_13,K00019,E1.1.1.30; bdh; 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30],PF00106.25,short chain dehydrogenase,K00019,map00072,Lipid metabolism,Synthesis and degradation of ketone bodies
HV_018_13_k141_8766,HV_018_13_k141_8766_1,HV_018_13,K01840,manB; phosphomannomutase [EC:5.4.2.8],PF02879.16,Phosphoglucomutase/phosphomannomutase; alpha/beta/alpha domain II,K01840,map00051,Carbohydrate metabolism,Fructose and mannose metabolism
HV_018_13_k141_8766_B,HV_018_13_k141_8766_1_B,HV_018_13,K01840,manB; phosphomannomutase [EC:5.4.2.8],PF02879.16,Phosphoglucomutase/phosphomannomutase; alpha/beta/alpha domain II,K01840,map00520,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism
HV_018_15_k141_14246,HV_018_15_k141_14246_1,HV_018_15,K01046,lip; TGL2; triacylglycerol lipase [EC:3.1.1.3],,,K01046,map00561,Lipid metabolism,Glycerolipid metabolism
HV_018_15_k141_17401,HV_018_15_k141_17401_7,HV_018_15,K05881,dhaM; phosphoenolpyruvate---glycerone phosphotransferase subunit DhaM [EC:2.7.1.121],PF03610.16,PTS system fructose IIA component,K05881,map00561,Lipid metabolism,Glycerolipid metabolism
HV_018_15_k141_20944,HV_018_15_k141_20944_1,HV_018_15,K00558,DNMT1; dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37],PF00145.17,C-5 cytosine-specific DNA methylase,K00558,map00270,Amino acid metabolism,Cysteine and methionine metabolism
HV_018_15_k141_20944_2,HV_018_15_k141_20944_2,HV_018_15,K00558,DNMT1; dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37],PF00145.17,C-5 cytosine-specific DNA methylase,K00558,map00270,Amino acid metabolism,Cysteine and methionine metabolism
HV_018_15_k141_22412,HV_018_15_k141_22412_2,HV_018_15,K06881,nrnA; bifunctional oligoribonuclease and PAP phosphatase NrnA [EC:3.1.3.7 3.1.13.3],PF01368.20,DHH family,K06881,map00920,Energy metabolism,Sulfur metabolism
HV_018_15_k141_22412_7,HV_018_15_k141_22412_7,HV_018_15,K01963,accD; acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15],,,K01963,map00620,Carbohydrate metabolism,Pyruvate metabolism
HV_018_15_k141_22412_B,HV_018_15_k141_22412_7_B,HV_018_15,K01963,accD; acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15],,,K01963,map00640,Carbohydrate metabolism,Propanoate metabolism
HV_018_15_k141_22412_C,HV_018_15_k141_22412_7_C,HV_018_15,K01963,accD; acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15],,,K01963,map00720,Energy metabolism,Carbon fixation pathways in prokaryotes
HV_018_15_k141_22412_D,HV_018_15_k141_22412_7_D,HV_018_15,K01963,accD; acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15],,,K01963,map00061,Lipid metabolism,Fatty acid biosynthesis
HV_018_15_k141_33260,HV_018_15_k141_33260_2,HV_018_15,K00390,cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10],PF01507.19,Phosphoadenosine phosphosulfate reductase family,K00390,map00920,Energy metabolism,Sulfur metabolism
HV_018_16_k141_4859,HV_018_16_k141_4859_4,HV_018_16,K01809,manA; MPI; mannose-6-phosphate isomerase [EC:5.3.1.8],PF01238.21,Phosphomannose isomerase type I,K01809,map00051,Carbohydrate metabolism,Fructose and mannose metabolism
HV_018_16_k141_4859_B,HV_018_16_k141_4859_4_B,HV_018_16,K01809,manA; MPI; mannose-6-phosphate isomerase [EC:5.3.1.8],PF01238.21,Phosphomannose isomerase type I,K01809,map00520,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism
HV_018_18_k141_141307,HV_018_18_k141_141307_3,HV_018_18,K22227,ahbD; heme synthase,PF04055.21,Radical SAM superfamily,K22227,map00860,Metabolism of cofactors and vitamins,Porphyrin and chlorophyll metabolism
HV_018_18_k141_149126,HV_018_18_k141_149126_2,HV_018_18,K02108,ATPF0A; atpB; F-type H+-transporting ATPase subunit a,PF00119.20,ATP synthase A chain,K02108,map00190,Energy metabolism,Oxidative phosphorylation
HV_018_18_k141_149126_B,HV_018_18_k141_149126_2_B,HV_018_18,K02108,ATPF0A; atpB; F-type H+-transporting ATPase subunit a,PF00119.20,ATP synthase A chain,K02108,map00195,Energy metabolism,Photosynthesis
HV_018_18_k141_61238,HV_018_18_k141_61238_6,HV_018_18,K01790,rfbC; rmlC; dTDP-4-dehydrorhamnose 3;5-epimerase [EC:5.1.3.13],PF00908.17,dTDP-4-dehydrorhamnose 3;5-epimerase,K01790,map00523,Metabolism of terpenoids and polyketides,Polyketide sugar unit biosynthesis
HV_018_18_k141_61238_B,HV_018_18_k141_61238_6_B,HV_018_18,K01790,rfbC; rmlC; dTDP-4-dehydrorhamnose 3;5-epimerase [EC:5.1.3.13],PF00908.17,dTDP-4-dehydrorhamnose 3;5-epimerase,K01790,map00521,Biosynthesis of other secondary metabolites,Streptomycin biosynthesis
HV_018_22_k141_2072,HV_018_22_k141_2072_6,HV_018_22,K21029,moeB; molybdopterin-synthase adenylyltransferase [EC:2.7.7.80],PF00899.21,ThiF family,K21029,map04122,Folding; sorting and degradation,Sulfur relay system
HV_022_03_k141_14674,HV_022_03_k141_14674_6,HV_022_03,K01055,pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24],PF00561.20,alpha/beta hydrolase fold,K01055,map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation
HV_022_03_k141_34279,HV_022_03_k141_34279_2,HV_022_03,K00568,ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64],PF13649.6,Methyltransferase domain,K00568,map00130,Metabolism of cofactors and vitamins,Ubiquinone and other terpenoid-quinone biosynthesis
HV_022_07_k141_1656,HV_022_07_k141_1656_4,HV_022_07,K00721,DPM1; dolichol-phosphate mannosyltransferase [EC:2.4.1.83],PF00535.26,Glycosyl transferase family 2,K00721,map00510,Glycan biosynthesis and metabolism,N-Glycan biosynthesis
HV_022_27_k141_1059,HV_022_27_k141_1059_2,HV_022_27,K01184,E3.2.1.15; polygalacturonase [EC:3.2.1.15],,,K01184,map00040,Carbohydrate metabolism,Pentose and glucuronate interconversions
HV_023_04_k141_107789,HV_023_04_k141_107789_1,HV_023_04,K11717,sufS; cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16],PF00266.19,Aminotransferase class-V,K11717,map00450,Metabolism of other amino acids,Selenocompound metabolism
HV_023_04_k141_111049,HV_023_04_k141_111049_4,HV_023_04,K01738,cysK; cysteine synthase [EC:2.5.1.47],PF00291.25,Pyridoxal-phosphate dependent enzyme,K01738,map00920,Energy metabolism,Sulfur metabolism
HV_023_04_k141_111049_B,HV_023_04_k141_111049_4_B,HV_023_04,K01738,cysK; cysteine synthase [EC:2.5.1.47],PF00291.25,Pyridoxal-phosphate dependent enzyme,K01738,map00270,Amino acid metabolism,Cysteine and methionine metabolism
HV_023_04_k141_12134,HV_023_04_k141_12134_3,HV_023_04,K01854,glf; UDP-galactopyranose mutase [EC:5.4.99.9],PF03275.13,UDP-galactopyranose mutase,K01854,map00052,Carbohydrate metabolism,Galactose metabolism
HV_023_04_k141_12134_B,HV_023_04_k141_12134_3_B,HV_023_04,K01854,glf; UDP-galactopyranose mutase [EC:5.4.99.9],PF03275.13,UDP-galactopyranose mutase,K01854,map00520,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism
HV_023_04_k141_12134_5,HV_023_04_k141_12134_5,HV_023_04,K01854,glf; UDP-galactopyranose mutase [EC:5.4.99.9],PF03275.13,UDP-galactopyranose mutase,K01854,map00052,Carbohydrate metabolism,Galactose metabolism
HV_023_04_k141_12134_5_B,HV_023_04_k141_12134_5_B,HV_023_04,K01854,glf; UDP-galactopyranose mutase [EC:5.4.99.9],PF03275.13,UDP-galactopyranose mutase,K01854,map00520,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism
HV_023_04_k141_132442,HV_023_04_k141_132442_1,HV_023_04,K00558,DNMT1; dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37],PF00145.17,C-5 cytosine-specific DNA methylase,K00558,map00270,Amino acid metabolism,Cysteine and methionine metabolism
HV_023_04_k141_137138,HV_023_04_k141_137138_5,HV_023_04,K06131,clsA_B; cardiolipin synthase A/B [EC:2.7.8.-],PF13091.6,PLD-like domain,K06131,map00564,Lipid metabolism,Glycerophospholipid metabolism
HV_023_04_k141_143214,HV_023_04_k141_143214_7,HV_023_04,K01689,ENO; eno; enolase [EC:4.2.1.11],PF00113.22,Enolase; C-terminal TIM barrel domain,K01689,map00010,Carbohydrate metabolism,Glycolysis / Gluconeogenesis
HV_023_04_k141_143214_B,HV_023_04_k141_143214_7_B,HV_023_04,K01689,ENO; eno; enolase [EC:4.2.1.11],PF00113.22,Enolase; C-terminal TIM barrel domain,K01689,map00680,Energy metabolism,Methane metabolism
HV_023_04_k141_160285,HV_023_04_k141_160285_1,HV_023_04,K01784,galE; GALE; UDP-glucose 4-epimerase [EC:5.1.3.2],PF16363.5,GDP-mannose 4;6 dehydratase,K01784,map00052,Carbohydrate metabolism,Galactose metabolism
HV_023_04_k141_160285_B,HV_023_04_k141_160285_1_B,HV_023_04,K01784,galE; GALE; UDP-glucose 4-epimerase [EC:5.1.3.2],PF16363.5,GDP-mannose 4;6 dehydratase,K01784,map00520,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism
HV_023_04_k141_21691,HV_023_04_k141_21691_13,HV_023_04,K03272,gmhC; hldE; waaE; rfaE; D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.167 2.7.7.70],PF01467.26,Cytidylyltransferase-like,K03272,map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis
HV_023_04_k141_29623,HV_023_04_k141_29623_7,HV_023_04,K00260,gudB; rocG; glutamate dehydrogenase [EC:1.4.1.2],,,K00260,map00910,Energy metabolism,Nitrogen metabolism
HV_023_04_k141_29623_B,HV_023_04_k141_29623_7_B,HV_023_04,K00260,gudB; rocG; glutamate dehydrogenase [EC:1.4.1.2],,,K00260,map00250,Amino acid metabolism,Alanine; aspartate and glutamate metabolism
HV_023_04_k141_29623_C,HV_023_04_k141_29623_7_C,HV_023_04,K00260,gudB; rocG; glutamate dehydrogenase [EC:1.4.1.2],,,K00260,map00220,Amino acid metabolism,Arginine biosynthesis
HV_023_04_k141_29623_D,HV_023_04_k141_29623_7_D,HV_023_04,K00260,gudB; rocG; glutamate dehydrogenase [EC:1.4.1.2],,,K00260,map00430,Metabolism of other amino acids,Taurine and hypotaurine metabolism
HV_023_04_k141_41961,HV_023_04_k141_41961_6,HV_023_04,K22227,ahbD; heme synthase,PF04055.21,Radical SAM superfamily,K22227,map00860,Metabolism of cofactors and vitamins,Porphyrin and chlorophyll metabolism
HV_023_04_k141_50767,HV_023_04_k141_50767_5,HV_023_04,K03524,birA; BirA family transcriptional regulator; biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15],PF03099.19,Biotin/lipoate A/B protein ligase family,K03524,map00780,Metabolism of cofactors and vitamins,Biotin metabolism
HV_023_04_k141_50899,HV_023_04_k141_50899_4,HV_023_04,K00558,DNMT1; dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37],PF00145.17,C-5 cytosine-specific DNA methylase,K00558,map00270,Amino acid metabolism,Cysteine and methionine metabolism
HV_023_04_k141_55455,HV_023_04_k141_55455_2,HV_023_04,K03183,ubiE; demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1;4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201],PF08241.12,Methyltransferase domain,K03183,map00130,Metabolism of cofactors and vitamins,Ubiquinone and other terpenoid-quinone biosynthesis
HV_023_04_k141_711,HV_023_04_k141_711_3,HV_023_04,K00075,murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98],PF02873.16,UDP-N-acetylenolpyruvoylglucosamine reductase; C-terminal domain,K00075,map00520,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism
HV_023_04_k141_711_B,HV_023_04_k141_711_3_B,HV_023_04,K00075,murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98],PF02873.16,UDP-N-acetylenolpyruvoylglucosamine reductase; C-terminal domain,K00075,map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis
HV_023_04_k141_71814,HV_023_04_k141_71814_3,HV_023_04,K22477,argO; N-acetylglutamate synthase [EC:2.3.1.1],PF00583.25,Acetyltransferase (GNAT) family,K22477,map00220,Amino acid metabolism,Arginine biosynthesis
HV_023_04_k141_78725,HV_023_04_k141_78725_4,HV_023_04,K09882,cobS; cobaltochelatase CobS [EC:6.6.1.2],PF07728.14,AAA domain (dynein-related subfamily),K09882,map00860,Metabolism of cofactors and vitamins,Porphyrin and chlorophyll metabolism
HV_023_04_k141_96794,HV_023_04_k141_96794_4,HV_023_04,K04042,glmU; bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157],PF00132.24,Bacterial transferase hexapeptide (six repeats),K04042,map00520,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism
HV_023_04_k141_97104,HV_023_04_k141_97104_2,HV_023_04,K00558,DNMT1; dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37],PF00145.17,C-5 cytosine-specific DNA methylase,K00558,map00270,Amino acid metabolism,Cysteine and methionine metabolism
HV_023_12_k141_3145,HV_023_12_k141_3145_4,HV_023_12,K01442,E3.5.1.24; choloylglycine hydrolase [EC:3.5.1.24],PF02275.18,Linear amide C-N hydrolases; choloylglycine hydrolase family,K01442,map00120,Lipid metabolism,Primary bile acid biosynthesis
HV_023_12_k141_3145_B,HV_023_12_k141_3145_4_B,HV_023_12,K01442,E3.5.1.24; choloylglycine hydrolase [EC:3.5.1.24],PF02275.18,Linear amide C-N hydrolases; choloylglycine hydrolase family,K01442,map00121,Lipid metabolism,Secondary bile acid biosynthesis
HV_023_12_k141_4735,HV_023_12_k141_4735_3,HV_023_12,K17828,pyrDI; dihydroorotate dehydrogenase (NAD+) catalytic subunit [EC:1.3.1.14],PF01180.21,Dihydroorotate dehydrogenase,K17828,map00240,Nucleotide metabolism,Pyrimidine metabolism
HV_024_12_k141_1265,HV_024_12_k141_1265_2,HV_024_12,K02786,PTS-Lac-EIIA; lacF; PTS system; lactose-specific IIA component [EC:2.7.1.207],PF02255.16,PTS system; Lactose/Cellobiose specific IIA subunit,K02786,map00052,Carbohydrate metabolism,Galactose metabolism
HV_024_12_k141_1265_3,HV_024_12_k141_1265_3,HV_024_12,K02787,PTS-Lac-EIIB; lacE; PTS system; lactose-specific IIB component [EC:2.7.1.207],,,K02787,map00052,Carbohydrate metabolism,Galactose metabolism
HV_025_04_k141_1040,HV_025_04_k141_1040_6,HV_025_04,K01759,GLO1; gloA; lactoylglutathione lyase [EC:4.4.1.5],PF00903.25,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,K01759,map00620,Carbohydrate metabolism,Pyruvate metabolism
HV_026_06_k141_1343,HV_026_06_k141_1343_3,HV_026_06,K00432,gpx; glutathione peroxidase [EC:1.11.1.9],PF00255.19,Glutathione peroxidase,K00432,map00590,Lipid metabolism,Arachidonic acid metabolism
HV_026_06_k141_1343_B,HV_026_06_k141_1343_3_B,HV_026_06,K00432,gpx; glutathione peroxidase [EC:1.11.1.9],PF00255.19,Glutathione peroxidase,K00432,map00480,Metabolism of other amino acids,Glutathione metabolism
HV_027_06_k141_18918,HV_027_06_k141_18918_4,HV_027_06,K16839,hpxO; FAD-dependent urate hydroxylase [EC:1.14.13.113],PF01494.19,FAD binding domain,K16839,map00230,Nucleotide metabolism,Purine metabolism
HV_027_07_k141_69272,HV_027_07_k141_69272_4,HV_027_07,K18982,gli; D-galactarolactone isomerase [EC:5.4.1.4],PF04909.14,Amidohydrolase,K18982,map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism
HV_027_10_k141_573,HV_027_10_k141_573_4,HV_027_10,K06211,nadR; HTH-type transcriptional regulator; transcriptional repressor of NAD biosynthesis genes [EC:2.7.7.1 2.7.1.22],PF13521.6,AAA domain,K06211,map00760,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism
HV_027_11_k141_17751,HV_027_11_k141_17751_3,HV_027_11,K21029,moeB; molybdopterin-synthase adenylyltransferase [EC:2.7.7.80],PF00899.21,ThiF family,K21029,map04122,Folding; sorting and degradation,Sulfur relay system
HV_027_11_k141_18168,HV_027_11_k141_18168_2,HV_027_11,K06167,phnP; phosphoribosyl 1;2-cyclic phosphate phosphodiesterase [EC:3.1.4.55],PF00753.27,Metallo-beta-lactamase superfamily,K06167,map00440,Metabolism of other amino acids,Phosphonate and phosphinate metabolism
HV_027_11_k141_2010,HV_027_11_k141_2010_2,HV_027_11,K22227,ahbD; heme synthase,PF04055.21,Radical SAM superfamily,K22227,map00860,Metabolism of cofactors and vitamins,Porphyrin and chlorophyll metabolism
HV_027_11_k141_22796,HV_027_11_k141_22796_6,HV_027_11,K00558,DNMT1; dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37],PF00145.17,C-5 cytosine-specific DNA methylase,K00558,map00270,Amino acid metabolism,Cysteine and methionine metabolism
HV_027_11_k141_25678,HV_027_11_k141_25678_2,HV_027_11,K03639,moaA; CNX2; GTP 3';8-cyclase [EC:4.1.99.22],PF04055.21,Radical SAM superfamily,K03639,map00790,Metabolism of cofactors and vitamins,Folate biosynthesis
